ID	LG	LG Thickness	Spot size	Spot resolution	Sampling	ETA	Source Type	Source U	Source I	Source Filter Material	Source Filter Thickness	N	Detector pixel size	Cone beam angle	Other parameters	Filename	Remarks
336	6	12	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	10		NxS_UB_ConeBeamAngle.tif	
337	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.05		NxS_UB_ConeBeamAngle.tif	
338	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.1		NxS_UB_ConeBeamAngle.tif	
339	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.2		NxS_UB_ConeBeamAngle.tif	
340	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.3		NxS_UB_ConeBeamAngle.tif	
341	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.4		NxS_UB_ConeBeamAngle.tif	
342	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.5		NxS_UB_ConeBeamAngle.tif	
343	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.6		NxS_UB_ConeBeamAngle.tif	
344	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.7		NxS_UB_ConeBeamAngle.tif	
345	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.8		NxS_UB_ConeBeamAngle.tif	
346	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.9		NxS_UB_ConeBeamAngle.tif	
347	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1		NxS_UB_ConeBeamAngle.tif	
348	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.2		NxS_UB_ConeBeamAngle.tif	
349	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.4		NxS_UB_ConeBeamAngle.tif	
350	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.6		NxS_UB_ConeBeamAngle.tif	
351	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.8		NxS_UB_ConeBeamAngle.tif	
352	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2		NxS_UB_ConeBeamAngle.tif	
353	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.2		NxS_UB_ConeBeamAngle.tif	
354	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.4		NxS_UB_ConeBeamAngle.tif	
355	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.6		NxS_UB_ConeBeamAngle.tif	
356	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.8		NxS_UB_ConeBeamAngle.tif	
357	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3		NxS_UB_ConeBeamAngle.tif	
358	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.2		NxS_UB_ConeBeamAngle.tif	
359	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.4		NxS_UB_ConeBeamAngle.tif	
360	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.6		NxS_UB_ConeBeamAngle.tif	
361	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.8		NxS_UB_ConeBeamAngle.tif	
362	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4		NxS_UB_ConeBeamAngle.tif	
363	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.2		NxS_UB_ConeBeamAngle.tif	
364	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.4		NxS_UB_ConeBeamAngle.tif	
365	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.6		NxS_UB_ConeBeamAngle.tif	
366	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.8		NxS_UB_ConeBeamAngle.tif	
367	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5		NxS_UB_ConeBeamAngle.tif	
368	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.2		NxS_UB_ConeBeamAngle.tif	
369	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.4		NxS_UB_ConeBeamAngle.tif	
370	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.6		NxS_UB_ConeBeamAngle.tif	
371	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.8		NxS_UB_ConeBeamAngle.tif	
372	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6		NxS_UB_ConeBeamAngle.tif	
373	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.2		NxS_UB_ConeBeamAngle.tif	
374	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.4		NxS_UB_ConeBeamAngle.tif	
375	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.6		NxS_UB_ConeBeamAngle.tif	
376	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.8		NxS_UB_ConeBeamAngle.tif	
377	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7		NxS_UB_ConeBeamAngle.tif	
378	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.2		NxS_UB_ConeBeamAngle.tif	
379	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.4		NxS_UB_ConeBeamAngle.tif	
380	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.6		NxS_UB_ConeBeamAngle.tif	
381	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.8		NxS_UB_ConeBeamAngle.tif	
382	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8		NxS_UB_ConeBeamAngle.tif	
383	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.2		NxS_UB_ConeBeamAngle.tif	
384	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.4		NxS_UB_ConeBeamAngle.tif	
385	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.6		NxS_UB_ConeBeamAngle.tif	
386	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.8		NxS_UB_ConeBeamAngle.tif	
387	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9		NxS_UB_ConeBeamAngle.tif	
388	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.2		NxS_UB_ConeBeamAngle.tif	
389	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.4		NxS_UB_ConeBeamAngle.tif	
390	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.6		NxS_UB_ConeBeamAngle.tif	
391	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.8		NxS_UB_ConeBeamAngle.tif	
392	6	14	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	10		NxS_UB_ConeBeamAngle.tif	
393	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.05		NxS_UB_ConeBeamAngle.tif	
394	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.1		NxS_UB_ConeBeamAngle.tif	
395	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.2		NxS_UB_ConeBeamAngle.tif	
396	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.3		NxS_UB_ConeBeamAngle.tif	
397	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.4		NxS_UB_ConeBeamAngle.tif	
398	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.5		NxS_UB_ConeBeamAngle.tif	
399	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.6		NxS_UB_ConeBeamAngle.tif	
400	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.7		NxS_UB_ConeBeamAngle.tif	
401	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.8		NxS_UB_ConeBeamAngle.tif	
402	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	0.9		NxS_UB_ConeBeamAngle.tif	
403	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1		NxS_UB_ConeBeamAngle.tif	
404	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.2		NxS_UB_ConeBeamAngle.tif	
405	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.4		NxS_UB_ConeBeamAngle.tif	
406	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.6		NxS_UB_ConeBeamAngle.tif	
407	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	1.8		NxS_UB_ConeBeamAngle.tif	
408	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2		NxS_UB_ConeBeamAngle.tif	
409	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.2		NxS_UB_ConeBeamAngle.tif	
410	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.4		NxS_UB_ConeBeamAngle.tif	
411	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.6		NxS_UB_ConeBeamAngle.tif	
412	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	2.8		NxS_UB_ConeBeamAngle.tif	
413	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3		NxS_UB_ConeBeamAngle.tif	
414	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.2		NxS_UB_ConeBeamAngle.tif	
415	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.4		NxS_UB_ConeBeamAngle.tif	
416	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.6		NxS_UB_ConeBeamAngle.tif	
417	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	3.8		NxS_UB_ConeBeamAngle.tif	
418	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4		NxS_UB_ConeBeamAngle.tif	
419	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.2		NxS_UB_ConeBeamAngle.tif	
420	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.4		NxS_UB_ConeBeamAngle.tif	
421	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.6		NxS_UB_ConeBeamAngle.tif	
422	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	4.8		NxS_UB_ConeBeamAngle.tif	
423	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5		NxS_UB_ConeBeamAngle.tif	
424	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.2		NxS_UB_ConeBeamAngle.tif	
425	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.4		NxS_UB_ConeBeamAngle.tif	
426	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.6		NxS_UB_ConeBeamAngle.tif	
427	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	5.8		NxS_UB_ConeBeamAngle.tif	
428	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6		NxS_UB_ConeBeamAngle.tif	
429	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.2		NxS_UB_ConeBeamAngle.tif	
430	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.4		NxS_UB_ConeBeamAngle.tif	
431	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.6		NxS_UB_ConeBeamAngle.tif	
432	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	6.8		NxS_UB_ConeBeamAngle.tif	
433	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7		NxS_UB_ConeBeamAngle.tif	
434	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.2		NxS_UB_ConeBeamAngle.tif	
435	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.4		NxS_UB_ConeBeamAngle.tif	
436	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.6		NxS_UB_ConeBeamAngle.tif	
437	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	7.8		NxS_UB_ConeBeamAngle.tif	
438	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8		NxS_UB_ConeBeamAngle.tif	
439	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.2		NxS_UB_ConeBeamAngle.tif	
440	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.4		NxS_UB_ConeBeamAngle.tif	
441	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.6		NxS_UB_ConeBeamAngle.tif	
442	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	8.8		NxS_UB_ConeBeamAngle.tif	
443	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9		NxS_UB_ConeBeamAngle.tif	
444	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.2		NxS_UB_ConeBeamAngle.tif	
445	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.4		NxS_UB_ConeBeamAngle.tif	
446	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.6		NxS_UB_ConeBeamAngle.tif	
447	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	9.8		NxS_UB_ConeBeamAngle.tif	
448	6	16	0.002	301	1089	0	Mono	50	1	VOID	0	10	0.1	10		NxS_UB_ConeBeamAngle.tif	
